"activity_reference_key","activity_search_autocomplete","override_industry_guidance_label","activity_key","4 - WIDESPREAD","3 - SUBSTANTIAL","2 - MODERATE","1 - MINIMAL","RSHO","last_modified","primary_guidance","secondary_guidance","related_guidance","language_code","language"
"museums-zoos","博物馆","","museums-zoos","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业 – 室内活动最多容纳25%的人数","在有调整方案的情况下可以开放室内营业<br>– 室内活动最多容纳50%的人数","仅可在有调整方案的情况下开放户外营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"museums-zoos","动物园","","museums-zoos","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业<br>– 室内活动最多容纳25%的人数","在有调整方案的情况下可以开放室内营业<br>– 室内活动最多容纳50%的人数","仅可在有调整方案的情况下开放户外营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"museums-zoos","动物园","","museums-zoos","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业<br>– 室内活动最多容纳25%的人数","在有调整方案的情况下可以开放室内营业<br>– 室内活动最多容纳50%的人数","仅可在有调整方案的情况下开放户外营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"museums-zoos","博物馆","","museums-zoos","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业 – 室内活动最多容纳25%的人数","在有调整方案的情况下可以开放室内营业<br>– 室内活动最多容纳50%的人数","仅可在有调整方案的情况下开放户外营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"music-tv-film","الأفلام والإنتاج التلفزيوني","","music-tv-film","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"music-tv-film","الإنتاج الموسيقي","","music-tv-film","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"music-tv-film","Producción de cine y televisión","","music-tv-film","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"music-tv-film","Producción de música","","music-tv-film","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"music-tv-film","음악 제작","","music-tv-film","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"music-tv-film","영화 및 TV 프로그램 제작","","music-tv-film","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"music-tv-film","Produksyon ng pelikula at palabas sa TV","","music-tv-film","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"music-tv-film","Produksyon ng musika","","music-tv-film","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"music-tv-film","Ngành sản xuất phim ảnh và các chương trình truyền hình","","music-tv-film","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"music-tv-film","音乐制作","","music-tv-film","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"music-tv-film","Ngành sản xuất âm nhạc","","music-tv-film","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"music-tv-film","电影和电视制作","","music-tv-film","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"music-tv-film","音乐制作","","music-tv-film","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"music-tv-film","电影和电视制作","","music-tv-film","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"nightclubs","النوادي الليلة","","nightclubs","مغلقة","مغلقة","مغلقة","مغلقة","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"nightclubs","Centros nocturnos","","nightclubs","Cerrado","Cerrado","Cerrado","Cerrado","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"nightclubs","나이트클럽","","nightclubs","폐쇄","폐쇄","폐쇄","폐쇄","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"nightclubs","Mga nightclub","","nightclubs","Sarado","Sarado","Sarado","Sarado","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"nightclubs","夜总会","","nightclubs","关闭","关闭","关闭","关闭","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"nightclubs","Hộp đêm","","nightclubs","Đóng cửa","Đóng cửa","Đóng cửa","Đóng cửa","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"nightclubs","夜总会","","nightclubs","关闭","关闭","关闭","关闭","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"offices","مكاتب الولاية والحكومة المحلية","","offices","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"offices","مكاتب (الأنشطة التجارية غير الأساسية)","","offices","يمكن أن تفتح الأماكن الداخلية مع إجراء بعض التعديلات<br>– التشجيع على العمل عن بعد","يمكن العمل عن بعد","يمكن أن تفتح الأماكن الداخلية مع إجراء بعض التعديلات<br>– التشجيع على العمل عن بعد","يمكن العمل عن بعد","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"offices","Oficinas (empresas no esenciales)","","offices","Pueden abrir en interiores con modificaciones<br>, se aconseja trabajar de forma remota.","Pueden trabajar de forma remota.","Pueden abrir en interiores con modificaciones<br>, se aconseja trabajar de forma remota.","Pueden trabajar de forma remota.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"offices","Oficinas del gobierno estatal y local","","offices","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"offices","사무실(비필수 사업체)","","offices","변경 조치 이행 후 실내 운영 개시 가능<br>– 원격 근무 권장","원격 근무 가능","변경 조치 이행 후 실내 운영 개시 가능<br>– 원격 근무 권장","원격 근무 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"offices","주 및 연방 정부 사무소","","offices","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"offices","Mga tanggapan (hindi mahahalagang negosyo)","","offices","Puwedeng magbukas indoors nang may mga modipikasyon<br>– Hinihikayat ang malayuang pagtatrabaho","Puwede ang malayuang pagtatrabaho","Puwedeng magbukas indoors nang may mga modipikasyon<br>– Hinihikayat ang malayuang pagtatrabaho","Puwede ang malayuang pagtatrabaho","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"offices","Mga tanggapan ng pamahalaan ng estado at lokal","","offices","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"offices","办公室（非必要业务）","","offices","在有调整方案的情况下可以开放室内营业，<br>建议远程办公","可以远程办公","在有调整方案的情况下可以开放室内营业，<br>建议远程办公","可以远程办公","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"offices","Văn phòng (các ngành nghề kinh doanh không thiết yếu)","","offices","Có thể mở cửa trong nhà với điều chỉnh sửa đổi<br>– Khuyến khích làm việc từ xa","Có thể làm việc từ xa","Có thể mở cửa trong nhà với điều chỉnh sửa đổi<br>– Khuyến khích làm việc từ xa","Có thể làm việc từ xa","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"offices","Văn phòng chính quyền địa phương và tiểu bang","","offices","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"offices","州和当地政府办公室","","offices","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"offices","州和当地政府办公室","","offices","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"offices","办公室（非必要业务）","","offices","在有调整方案的情况下可以开放室内营业，<br>建议远程办公","可以远程办公","在有调整方案的情况下可以开放室内营业，<br>建议远程办公","可以远程办公","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"party-venues","أماكن الحفلات","","party-venues","مغلقة","مغلقة","مغلقة","مغلقة","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","خبراء البشرة","","personal-care-services","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","استوديوهات إزالة شعر الجسم بالشمع","","personal-care-services","يمكن افتتاح الأماكن الداخلية&nbsp; مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية&nbsp; مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية&nbsp; مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","ممارسو إزالة جذور الشعر بالكهرباء","","personal-care-services","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","خدمات العناية بالجلد","","personal-care-services","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","محلات ثقب الجسم للتحلي بالمجوهرات","","personal-care-services","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","Proveedores de depilación eléctrica","","personal-care-services","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"personal-care-services","Esteticistas","","personal-care-services","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"personal-care-services","Estudios de depilación corporal","","personal-care-services","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"personal-care-services","صالونات الوشم","","personal-care-services","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","ستوديوهات العلاج بالتدليك","","personal-care-services","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","صالونات العناية بالأظافر","","personal-care-services","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","يمكن افتتاح الأماكن الداخلية مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"personal-care-services","Salones de uñas","","personal-care-services","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"personal-care-services","Estudios de tatuajes","","personal-care-services","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"personal-care-services","Servicios de cuidado de la piel","","personal-care-services","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"personal-care-services","Estudios de terapia de masaje","","personal-care-services","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"personal-care-services","Salones de perforación corporal","","personal-care-services","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","Pueden abrir en interiores con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"personal-care-services","마사지 요법 시술소","","personal-care-services","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"personal-care-services","피부 관리 서비스업","","personal-care-services","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"personal-care-services","피어싱샵","","personal-care-services","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"personal-care-services","보디 왁싱 시술소","","personal-care-services","변경 조치 이행 후&nbsp; 실내 운영 개시 가능","변경 조치 이행 후&nbsp; 실내 운영 개시 가능","변경 조치 이행 후&nbsp; 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"personal-care-services","피부관리사","","personal-care-services","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"personal-care-services","전기 분해 요법 숙련자","","personal-care-services","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"personal-care-services","문신 시술소","","personal-care-services","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"personal-care-services","네일샵","","personal-care-services","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","변경 조치 이행 후 실내 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"personal-care-services","Mga massage therapy studio","","personal-care-services","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"personal-care-services","Mga shop para sa piercing","","personal-care-services","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"personal-care-services","Mga body waxing studio","","personal-care-services","Puwedeng magbukas indoors&nbsp;nang may mga modipikasyon","Puwedeng magbukas indoors&nbsp;nang may mga modipikasyon","Puwedeng magbukas indoors&nbsp;nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"personal-care-services","Mga esthetician","","personal-care-services","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"personal-care-services","Mga serbisyo para sa skin care","","personal-care-services","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"personal-care-services","Mga tattoo parlor","","personal-care-services","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"personal-care-services","Mga electrologist","","personal-care-services","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"personal-care-services","Mga nail salon","","personal-care-services","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","Puwedeng magbukas indoors nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"personal-care-services","Tiệm tẩy lông toàn thân","","personal-care-services","Có thể mở cửa trong nhà&nbsp;với điều chỉnh sửa đổi","Có thể mở cửa trong nhà&nbsp;với điều chỉnh sửa đổi","Có thể mở cửa trong nhà&nbsp;với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"personal-care-services","皮肤护理服务","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"personal-care-services","人体穿孔店","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"personal-care-services","Tiệm xăm","","personal-care-services","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"personal-care-services","按摩治疗工作室","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"personal-care-services","美甲店","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"personal-care-services","文身店","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"personal-care-services","身体脱毛服务店","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"personal-care-services","Các dịch vụ chăm sóc da","","personal-care-services","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"personal-care-services","美容师","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"personal-care-services","电蚀医师","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"personal-care-services","Trung tâm liệu pháp mát-xa","","personal-care-services","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"personal-care-services","身体脱毛服务店","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"personal-care-services","按摩治疗工作室","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"personal-care-services","美容师","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"personal-care-services","皮肤护理服务","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"personal-care-services","文身店","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"personal-care-services","美甲店","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"personal-care-services","人体穿孔店","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"personal-care-services","电蚀医师","","personal-care-services","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","在有调整方案的情况下可以开放室内营业","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"police-stations","أقسام الشرطة","","police-stations","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"police-stations","Estaciones de policía","","police-stations","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"police-stations","경찰서","","police-stations","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"police-stations","Mga istasyon ng pulis","","police-stations","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"police-stations","警察局","","police-stations","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","在有调整方案的情况下可以开放","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
